transaction_id,transaction_date,store_location,product_id,product_name,product_category,quantity,unit_price,tipe_order,omzet,month,day,hour
TX01977,2026-01-12,Sudirman,107,Es Teh Manis,Non-Coffee,1,10000,Takeaway,10000,January,Monday,8
TX01977,2026-01-12,Sudirman,105,Croissant Cokelat,Bakery,1,25000,Takeaway,25000,January,Monday,8
TX01977,2026-01-12,Sudirman,101,Es Kopi Susu Gula Aren,Coffee,1,22000,Takeaway,22000,January,Monday,8
TX01978,2026-01-12,Senopati,102,Americano,Coffee,1,25000,Dine-in,25000,January,Monday,8
TX01978,2026-01-12,Senopati,101,Es Kopi Susu Gula Aren,Coffee,1,22000,Dine-in,22000,January,Monday,8
TX01979,2026-01-12,Sudirman,104,Matcha Latte,Non-Coffee,1,28000,Dine-in,28000,January,Monday,8
TX01980,2026-01-12,Gading Serpong,107,Es Teh Manis,Non-Coffee,1,10000,Takeaway,10000,January,Monday,8
TX01981,2026-01-12,Sudirman,107,Es Teh Manis,Non-Coffee,1,10000,Takeaway,10000,January,Monday,9
TX01981,2026-01-12,Senopati,103,Café Latte,Coffee,4,30000,Takeaway,120000,January,Monday,9
TX01981,2026-01-12,Senopati,102,Americano,Coffee,3,25000,Takeaway,75000,January,Monday,9
TX01982,2026-01-12,Senopati,101,Es Kopi Susu Gula Aren,Coffee,1,22000,Dine-in,22000,January,Monday,9
TX01983,2026-01-12,Gading Serpong,102,Americano,Coffee,1,25000,Takeaway,25000,January,Monday,9
TX01984,2026-01-12,Senopati,103,Café Latte,Coffee,2,30000,Dine-in,60000,January,Monday,9
TX01984,2026-01-12,Senopati,101,Es Kopi Susu Gula Aren,Coffee,1,22000,Dine-in,22000,January,Monday,9
TX01984,2026-01-12,Senopati,107,Es Teh Manis,Non-Coffee,1,10000,Dine-in,10000,January,Monday,9
TX01985,2026-01-12,Sudirman,101,Es Kopi Susu Gula Aren,Coffee,4,22000,Dine-in,88000,January,Monday,9
TX01986,2026-01-12,Senopati,104,Matcha Latte,Non-Coffee,2,28000,Takeaway,56000,January,Monday,9
TX01986,2026-01-12,Senopati,101,Es Kopi Susu Gula Aren,Coffee,3,22000,Takeaway,66000,January,Monday,9
TX01987,2026-01-12,Sudirman,102,Americano,Coffee,2,25000,Dine-in,50000,January,Monday,9
TX01988,2026-01-12,Senopati,101,Es Kopi Susu Gula Aren,Coffee,3,22000,Dine-in,66000,January,Monday,9
TX01989,2026-01-12,Sudirman,101,Es Kopi Susu Gula Aren,Coffee,1,22000,Takeaway,22000,January,Monday,9
TX01990,2026-01-12,Sudirman,103,Café Latte,Coffee,1,30000,Takeaway,30000,January,Monday,9
TX01991,2026-01-12,Sudirman,101,Es Kopi Susu Gula Aren,Coffee,1,22000,Dine-in,22000,January,Monday,9
TX01992,2026-01-12,Senopati,102,Americano,Coffee,2,25000,Takeaway,50000,January,Monday,9
TX01992,2026-01-12,Senopati,101,Es Kopi Susu Gula Aren,Coffee,1,22000,Takeaway,22000,January,Monday,9
TX01993,2026-01-12,Sudirman,101,Es Kopi Susu Gula Aren,Coffee,1,22000,Dine-in,22000,January,Monday,9
TX01994,2026-01-12,Sudirman,103,Café Latte,Coffee,1,30000,Dine-in,30000,January,Monday,9
TX01995,2026-01-12,Sudirman,103,Café Latte,Coffee,1,30000,Takeaway,30000,January,Monday,9
TX01996,2026-01-12,Senopati,103,Café Latte,Coffee,1,30000,Takeaway,30000,January,Monday,9
TX01997,2026-01-12,Gading Serpong,103,Café Latte,Coffee,1,30000,Dine-in,30000,January,Monday,9
TX01998,2026-01-12,Senopati,107,Es Teh Manis,Non-Coffee,2,10000,Dine-in,20000,January,Monday,10
TX01999,2026-01-12,Sudirman,106,Roti Bakar Bandung,Snack,1,18000,Takeaway,18000,January,Monday,10
TX02000,2026-01-12,Gading Serpong,102,Americano,Coffee,1,25000,Takeaway,25000,January,Monday,11
TX02000,2026-01-12,Gading Serpong,101,Es Kopi Susu Gula Aren,Coffee,1,22000,Takeaway,22000,January,Monday,11
TX02001,2026-01-12,Gading Serpong,107,Es Teh Manis,Non-Coffee,1,10000,Dine-in,10000,January,Monday,11
TX02001,2026-01-12,Gading Serpong,102,Americano,Coffee,1,25000,Dine-in,25000,January,Monday,11
TX02001,2026-01-12,Gading Serpong,101,Es Kopi Susu Gula Aren,Coffee,1,22000,Dine-in,22000,January,Monday,11
TX02002,2026-01-12,Sudirman,102,Americano,Coffee,1,25000,Dine-in,25000,January,Monday,11
TX02002,2026-01-12,Gading Serpong,101,Es Kopi Susu Gula Aren,Coffee,1,22000,Dine-in,22000,January,Monday,11
TX02002,2026-01-12,Gading Serpong,103,Café Latte,Coffee,1,30000,Dine-in,30000,January,Monday,11
TX02002,2026-01-12,Gading Serpong,107,Es Teh Manis,Non-Coffee,1,10000,Dine-in,10000,January,Monday,11
TX02003,2026-01-12,Sudirman,101,Es Kopi Susu Gula Aren,Coffee,1,22000,Dine-in,22000,January,Monday,11
TX02004,2026-01-12,Gading Serpong,103,Café Latte,Coffee,1,30000,Dine-in,30000,January,Monday,11
TX02004,2026-01-12,Gading Serpong,102,Americano,Coffee,1,25000,Dine-in,25000,January,Monday,11
TX02004,2026-01-12,Sudirman,101,Es Kopi Susu Gula Aren,Coffee,2,22000,Dine-in,44000,January,Monday,11
TX02004,2026-01-12,Gading Serpong,106,Roti Bakar Bandung,Snack,2,18000,Dine-in,36000,January,Monday,11
TX02005,2026-01-12,Senopati,106,Roti Bakar Bandung,Snack,4,18000,Dine-in,72000,January,Monday,11
TX02005,2026-01-12,Sudirman,103,Café Latte,Coffee,1,30000,Dine-in,30000,January,Monday,11
TX02006,2026-01-12,Senopati,103,Café Latte,Coffee,1,30000,Dine-in,30000,January,Monday,11
TX02007,2026-01-12,Senopati,105,Croissant Cokelat,Bakery,1,25000,Takeaway,25000,January,Monday,11
TX02007,2026-01-12,Senopati,107,Es Teh Manis,Non-Coffee,2,10000,Takeaway,20000,January,Monday,11
TX02008,2026-01-12,Gading Serpong,101,Es Kopi Susu Gula Aren,Coffee,1,22000,Dine-in,22000,January,Monday,12
TX02009,2026-01-12,Sudirman,101,Es Kopi Susu Gula Aren,Coffee,2,22000,Dine-in,44000,January,Monday,12
TX02010,2026-01-12,Senopati,101,Es Kopi Susu Gula Aren,Coffee,1,22000,Takeaway,22000,January,Monday,12
TX02011,2026-01-12,Gading Serpong,101,Es Kopi Susu Gula Aren,Coffee,5,22000,Dine-in,110000,January,Monday,12
TX02012,2026-01-12,Sudirman,101,Es Kopi Susu Gula Aren,Coffee,1,22000,Takeaway,22000,January,Monday,12
TX02013,2026-01-12,Gading Serpong,102,Americano,Coffee,1,25000,Dine-in,25000,January,Monday,12
TX02014,2026-01-12,Sudirman,105,Croissant Cokelat,Bakery,2,25000,Takeaway,50000,January,Monday,12
TX02015,2026-01-12,Sudirman,102,Americano,Coffee,1,25000,Dine-in,25000,January,Monday,12
TX02016,2026-01-12,Gading Serpong,101,Es Kopi Susu Gula Aren,Coffee,1,22000,Takeaway,22000,January,Monday,12
TX02016,2026-01-12,Senopati,104,Matcha Latte,Non-Coffee,1,28000,Takeaway,28000,January,Monday,12
TX02016,2026-01-12,Gading Serpong,106,Roti Bakar Bandung,Snack,4,18000,Takeaway,72000,January,Monday,12
TX02017,2026-01-12,Gading Serpong,102,Americano,Coffee,1,25000,Dine-in,25000,January,Monday,12
TX02018,2026-01-12,Gading Serpong,101,Es Kopi Susu Gula Aren,Coffee,1,22000,Dine-in,22000,January,Monday,12
TX02019,2026-01-12,Gading Serpong,103,Café Latte,Coffee,1,30000,Dine-in,30000,January,Monday,12
TX02019,2026-01-12,Gading Serpong,101,Es Kopi Susu Gula Aren,Coffee,3,22000,Dine-in,66000,January,Monday,12
TX02020,2026-01-12,Sudirman,101,Es Kopi Susu Gula Aren,Coffee,3,22000,Takeaway,66000,January,Monday,12
TX02021,2026-01-12,Sudirman,101,Es Kopi Susu Gula Aren,Coffee,2,22000,Takeaway,44000,January,Monday,12
TX02021,2026-01-12,Sudirman,107,Es Teh Manis,Non-Coffee,1,10000,Takeaway,10000,January,Monday,12
TX02022,2026-01-12,Sudirman,104,Matcha Latte,Non-Coffee,4,28000,Takeaway,112000,January,Monday,12
TX02023,2026-01-12,Sudirman,101,Es Kopi Susu Gula Aren,Coffee,1,22000,Takeaway,22000,January,Monday,12
TX02024,2026-01-12,Senopati,104,Matcha Latte,Non-Coffee,1,28000,Dine-in,28000,January,Monday,12
TX02024,2026-01-12,Senopati,102,Americano,Coffee,1,25000,Dine-in,25000,January,Monday,12
TX02025,2026-01-12,Senopati,102,Americano,Coffee,1,25000,Takeaway,25000,January,Monday,12
TX02025,2026-01-12,Gading Serpong,101,Es Kopi Susu Gula Aren,Coffee,1,22000,Takeaway,22000,January,Monday,12
TX02026,2026-01-12,Senopati,101,Es Kopi Susu Gula Aren,Coffee,1,22000,Dine-in,22000,January,Monday,12
TX02027,2026-01-12,Sudirman,105,Croissant Cokelat,Bakery,3,25000,Dine-in,75000,January,Monday,12
TX02028,2026-01-12,Senopati,101,Es Kopi Susu Gula Aren,Coffee,3,22000,Takeaway,66000,January,Monday,13
TX02028,2026-01-12,Senopati,104,Matcha Latte,Non-Coffee,1,28000,Takeaway,28000,January,Monday,13
TX02029,2026-01-12,Gading Serpong,101,Es Kopi Susu Gula Aren,Coffee,1,22000,Dine-in,22000,January,Monday,13
TX02030,2026-01-12,Senopati,101,Es Kopi Susu Gula Aren,Coffee,1,22000,Takeaway,22000,January,Monday,13
TX02030,2026-01-12,Senopati,107,Es Teh Manis,Non-Coffee,2,10000,Takeaway,20000,January,Monday,13
TX02030,2026-01-12,Senopati,103,Café Latte,Coffee,2,30000,Takeaway,60000,January,Monday,13
TX02031,2026-01-12,Senopati,107,Es Teh Manis,Non-Coffee,1,10000,Takeaway,10000,January,Monday,13
TX02032,2026-01-12,Senopati,102,Americano,Coffee,1,25000,Takeaway,25000,January,Monday,13
TX02033,2026-01-12,Gading Serpong,101,Es Kopi Susu Gula Aren,Coffee,1,22000,Takeaway,22000,January,Monday,13
TX02034,2026-01-12,Senopati,107,Es Teh Manis,Non-Coffee,1,10000,Dine-in,10000,January,Monday,13
TX02035,2026-01-12,Sudirman,102,Americano,Coffee,4,25000,Takeaway,100000,January,Monday,13
TX02036,2026-01-12,Sudirman,101,Es Kopi Susu Gula Aren,Coffee,1,22000,Dine-in,22000,January,Monday,13
TX02037,2026-01-12,Senopati,103,Café Latte,Coffee,4,30000,Dine-in,120000,January,Monday,13
TX02038,2026-01-12,Gading Serpong,101,Es Kopi Susu Gula Aren,Coffee,1,22000,Dine-in,22000,January,Monday,13
TX02038,2026-01-12,Gading Serpong,102,Americano,Coffee,1,25000,Dine-in,25000,January,Monday,13
TX02039,2026-01-12,Sudirman,105,Croissant Cokelat,Bakery,1,25000,Takeaway,25000,January,Monday,13
TX02040,2026-01-12,Sudirman,101,Es Kopi Susu Gula Aren,Coffee,1,22000,Takeaway,22000,January,Monday,13
TX02041,2026-01-12,Sudirman,103,Café Latte,Coffee,1,30000,Dine-in,30000,January,Monday,14
TX02042,2026-01-12,Senopati,101,Es Kopi Susu Gula Aren,Coffee,1,22000,Dine-in,22000,January,Monday,14
TX02042,2026-01-12,Senopati,104,Matcha Latte,Non-Coffee,1,28000,Dine-in,28000,January,Monday,14
TX02042,2026-01-12,Senopati,103,Café Latte,Coffee,1,30000,Dine-in,30000,January,Monday,14
TX02043,2026-01-12,Sudirman,101,Es Kopi Susu Gula Aren,Coffee,1,22000,Takeaway,22000,January,Monday,14
TX02043,2026-01-12,Sudirman,107,Es Teh Manis,Non-Coffee,1,10000,Takeaway,10000,January,Monday,14
TX02044,2026-01-12,Sudirman,106,Roti Bakar Bandung,Snack,2,18000,Dine-in,36000,January,Monday,15
TX02044,2026-01-12,Sudirman,103,Café Latte,Coffee,1,30000,Dine-in,30000,January,Monday,15
TX02044,2026-01-12,Sudirman,107,Es Teh Manis,Non-Coffee,2,10000,Dine-in,20000,January,Monday,15
TX02045,2026-01-12,Sudirman,108,Kentang Goreng,Snack,1,20000,Takeaway,20000,January,Monday,15
TX02045,2026-01-12,Sudirman,101,Es Kopi Susu Gula Aren,Coffee,1,22000,Takeaway,22000,January,Monday,15
TX02046,2026-01-12,Gading Serpong,105,Croissant Cokelat,Bakery,1,25000,Takeaway,25000,January,Monday,15
TX02047,2026-01-12,Sudirman,101,Es Kopi Susu Gula Aren,Coffee,1,22000,Takeaway,22000,January,Monday,16
TX02048,2026-01-12,Gading Serpong,102,Americano,Coffee,1,25000,Takeaway,25000,January,Monday,17
TX02049,2026-01-12,Sudirman,102,Americano,Coffee,1,25000,Takeaway,25000,January,Monday,17
TX02049,2026-01-12,Gading Serpong,103,Café Latte,Coffee,3,30000,Takeaway,90000,January,Monday,17
TX02049,2026-01-12,Gading Serpong,106,Roti Bakar Bandung,Snack,1,18000,Takeaway,18000,January,Monday,17
TX02050,2026-01-12,Senopati,107,Es Teh Manis,Non-Coffee,2,10000,Dine-in,20000,January,Monday,17
TX02051,2026-01-12,Sudirman,102,Americano,Coffee,2,25000,Takeaway,50000,January,Monday,18
TX02052,2026-01-12,Sudirman,101,Es Kopi Susu Gula Aren,Coffee,1,22000,Dine-in,22000,January,Monday,20
TX02052,2026-01-12,Sudirman,105,Croissant Cokelat,Bakery,3,25000,Dine-in,75000,January,Monday,20
TX02052,2026-01-12,Sudirman,103,Café Latte,Coffee,1,30000,Dine-in,30000,January,Monday,20
TX02052,2026-01-12,Sudirman,106,Roti Bakar Bandung,Snack,2,18000,Dine-in,36000,January,Monday,20
TX02053,2026-01-12,Sudirman,102,Americano,Coffee,1,25000,Dine-in,25000,January,Monday,20
TX02054,2026-01-12,Sudirman,102,Americano,Coffee,1,25000,Takeaway,25000,January,Monday,21
TX02055,2026-01-13,Sudirman,105,Croissant Cokelat,Bakery,1,25000,Takeaway,25000,January,Tuesday,7
TX02056,2026-01-13,Sudirman,105,Croissant Cokelat,Bakery,1,25000,Dine-in,25000,January,Tuesday,7
TX02057,2026-01-13,Sudirman,107,Es Teh Manis,Non-Coffee,1,10000,Dine-in,10000,January,Tuesday,7
TX02058,2026-01-13,Senopati,106,Roti Bakar Bandung,Snack,1,18000,Dine-in,18000,January,Tuesday,7
TX02059,2026-01-13,Sudirman,104,Matcha Latte,Non-Coffee,1,28000,Dine-in,28000,January,Tuesday,7
TX02060,2026-01-13,Sudirman,101,Es Kopi Susu Gula Aren,Coffee,1,22000,Takeaway,22000,January,Tuesday,7
TX02061,2026-01-13,Senopati,101,Es Kopi Susu Gula Aren,Coffee,1,22000,Dine-in,22000,January,Tuesday,7
TX02062,2026-01-13,Sudirman,104,Matcha Latte,Non-Coffee,1,28000,Dine-in,28000,January,Tuesday,7
TX02062,2026-01-13,Sudirman,103,Café Latte,Coffee,1,30000,Dine-in,30000,January,Tuesday,7
TX02062,2026-01-13,Sudirman,102,Americano,Coffee,1,25000,Dine-in,25000,January,Tuesday,7
TX02062,2026-01-13,Sudirman,101,Es Kopi Susu Gula Aren,Coffee,2,22000,Dine-in,44000,January,Tuesday,7
TX02063,2026-01-13,Senopati,104,Matcha Latte,Non-Coffee,1,28000,Dine-in,28000,January,Tuesday,7
TX02063,2026-01-13,Senopati,102,Americano,Coffee,1,25000,Dine-in,25000,January,Tuesday,7
TX02064,2026-01-13,Senopati,104,Matcha Latte,Non-Coffee,1,28000,Dine-in,28000,January,Tuesday,7
TX02065,2026-01-13,Sudirman,101,Es Kopi Susu Gula Aren,Coffee,1,22000,Takeaway,22000,January,Tuesday,7
TX02066,2026-01-13,Sudirman,104,Matcha Latte,Non-Coffee,1,28000,Takeaway,28000,January,Tuesday,7
TX02067,2026-01-13,Senopati,107,Es Teh Manis,Non-Coffee,1,10000,Takeaway,10000,January,Tuesday,7
TX02068,2026-01-13,Sudirman,102,Americano,Coffee,1,25000,Takeaway,25000,January,Tuesday,7
TX02069,2026-01-13,Sudirman,101,Es Kopi Susu Gula Aren,Coffee,4,22000,Dine-in,88000,January,Tuesday,7
TX02069,2026-01-13,Sudirman,107,Es Teh Manis,Non-Coffee,2,10000,Dine-in,20000,January,Tuesday,7
TX02069,2026-01-13,Sudirman,102,Americano,Coffee,1,25000,Dine-in,25000,January,Tuesday,7
TX02070,2026-01-13,Gading Serpong,105,Croissant Cokelat,Bakery,1,25000,Takeaway,25000,January,Tuesday,7
TX02071,2026-01-13,Gading Serpong,102,Americano,Coffee,1,25000,Takeaway,25000,January,Tuesday,8
TX02072,2026-01-13,Sudirman,101,Es Kopi Susu Gula Aren,Coffee,1,22000,Dine-in,22000,January,Tuesday,8
TX02073,2026-01-13,Sudirman,102,Americano,Coffee,1,25000,Takeaway,25000,January,Tuesday,8
TX02074,2026-01-13,Senopati,101,Es Kopi Susu Gula Aren,Coffee,1,22000,Dine-in,22000,January,Tuesday,8
TX02074,2026-01-13,Senopati,107,Es Teh Manis,Non-Coffee,1,10000,Dine-in,10000,January,Tuesday,8
TX02075,2026-01-13,Gading Serpong,106,Roti Bakar Bandung,Snack,1,18000,Dine-in,18000,January,Tuesday,8
TX02076,2026-01-13,Sudirman,107,Es Teh Manis,Non-Coffee,1,10000,Takeaway,10000,January,Tuesday,8
TX02077,2026-01-13,Senopati,103,Café Latte,Coffee,1,30000,Dine-in,30000,January,Tuesday,8
TX02077,2026-01-13,Sudirman,102,Americano,Coffee,1,25000,Dine-in,25000,January,Tuesday,8
TX02078,2026-01-13,Gading Serpong,102,Americano,Coffee,1,25000,Takeaway,25000,January,Tuesday,8
TX02078,2026-01-13,Gading Serpong,101,Es Kopi Susu Gula Aren,Coffee,1,22000,Takeaway,22000,January,Tuesday,8
TX02079,2026-01-13,Gading Serpong,105,Croissant Cokelat,Bakery,1,25000,Dine-in,25000,January,Tuesday,8
TX02080,2026-01-13,Sudirman,101,Es Kopi Susu Gula Aren,Coffee,1,22000,Takeaway,22000,January,Tuesday,8
TX02080,2026-01-13,Sudirman,102,Americano,Coffee,1,25000,Takeaway,25000,January,Tuesday,8
TX02081,2026-01-13,Senopati,101,Es Kopi Susu Gula Aren,Coffee,1,22000,Dine-in,22000,January,Tuesday,8
TX02082,2026-01-13,Sudirman,103,Café Latte,Coffee,1,30000,Takeaway,30000,January,Tuesday,8
TX02083,2026-01-13,Sudirman,102,Americano,Coffee,2,25000,Dine-in,50000,January,Tuesday,8
TX02083,2026-01-13,Sudirman,105,Croissant Cokelat,Bakery,1,25000,Dine-in,25000,January,Tuesday,8
TX02084,2026-01-13,Senopati,104,Matcha Latte,Non-Coffee,1,28000,Dine-in,28000,January,Tuesday,8
TX02084,2026-01-13,Senopati,105,Croissant Cokelat,Bakery,2,25000,Dine-in,50000,January,Tuesday,8
TX02084,2026-01-13,Senopati,101,Es Kopi Susu Gula Aren,Coffee,1,22000,Dine-in,22000,January,Tuesday,8
TX02085,2026-01-13,Sudirman,107,Es Teh Manis,Non-Coffee,1,10000,Dine-in,10000,January,Tuesday,8
TX02086,2026-01-13,Senopati,101,Es Kopi Susu Gula Aren,Coffee,1,22000,Dine-in,22000,January,Tuesday,8
TX02086,2026-01-13,Senopati,102,Americano,Coffee,1,25000,Dine-in,25000,January,Tuesday,8
TX02087,2026-01-13,Sudirman,101,Es Kopi Susu Gula Aren,Coffee,1,22000,Dine-in,22000,January,Tuesday,8
TX02088,2026-01-13,Sudirman,103,Café Latte,Coffee,1,30000,Dine-in,30000,January,Tuesday,8
TX02089,2026-01-13,Sudirman,101,Es Kopi Susu Gula Aren,Coffee,1,22000,Takeaway,22000,January,Tuesday,8
TX02089,2026-01-13,Sudirman,105,Croissant Cokelat,Bakery,1,25000,Takeaway,25000,January,Tuesday,8
TX02090,2026-01-13,Sudirman,106,Roti Bakar Bandung,Snack,4,18000,Takeaway,72000,January,Tuesday,8
TX02091,2026-01-13,Senopati,106,Roti Bakar Bandung,Snack,1,18000,Takeaway,18000,January,Tuesday,8
TX02092,2026-01-13,Sudirman,105,Croissant Cokelat,Bakery,2,25000,Dine-in,50000,January,Tuesday,8
TX02093,2026-01-13,Gading Serpong,102,Americano,Coffee,2,25000,Takeaway,50000,January,Tuesday,8
TX02093,2026-01-13,Gading Serpong,101,Es Kopi Susu Gula Aren,Coffee,1,22000,Takeaway,22000,January,Tuesday,8
TX02093,2026-01-13,Gading Serpong,103,Café Latte,Coffee,2,30000,Takeaway,60000,January,Tuesday,8
TX02094,2026-01-13,Senopati,101,Es Kopi Susu Gula Aren,Coffee,1,22000,Takeaway,22000,January,Tuesday,8
TX02094,2026-01-13,Senopati,103,Café Latte,Coffee,1,30000,Takeaway,30000,January,Tuesday,8
TX02094,2026-01-13,Senopati,107,Es Teh Manis,Non-Coffee,1,10000,Takeaway,10000,January,Tuesday,8
TX02095,2026-01-13,Senopati,108,Kentang Goreng,Snack,1,20000,Dine-in,20000,January,Tuesday,8
TX02096,2026-01-13,Sudirman,103,Café Latte,Coffee,1,30000,Dine-in,30000,January,Tuesday,8
TX02097,2026-01-13,Sudirman,104,Matcha Latte,Non-Coffee,1,28000,Takeaway,28000,January,Tuesday,8
TX02097,2026-01-13,Sudirman,103,Café Latte,Coffee,2,30000,Takeaway,60000,January,Tuesday,8
TX02098,2026-01-13,Sudirman,103,Café Latte,Coffee,1,30000,Takeaway,30000,January,Tuesday,8
TX02098,2026-01-13,Sudirman,101,Es Kopi Susu Gula Aren,Coffee,1,22000,Takeaway,22000,January,Tuesday,8
TX02098,2026-01-13,Sudirman,102,Americano,Coffee,1,25000,Takeaway,25000,January,Tuesday,8
TX02099,2026-01-13,Senopati,103,Café Latte,Coffee,1,30000,Takeaway,30000,January,Tuesday,8
TX02099,2026-01-13,Senopati,105,Croissant Cokelat,Bakery,1,25000,Takeaway,25000,January,Tuesday,8
TX02100,2026-01-13,Senopati,103,Café Latte,Coffee,1,30000,Takeaway,30000,January,Tuesday,9
TX02101,2026-01-13,Senopati,101,Es Kopi Susu Gula Aren,Coffee,1,22000,Dine-in,22000,January,Tuesday,9
TX02102,2026-01-13,Sudirman,101,Es Kopi Susu Gula Aren,Coffee,1,22000,Takeaway,22000,January,Tuesday,9
TX02103,2026-01-13,Senopati,101,Es Kopi Susu Gula Aren,Coffee,1,22000,Takeaway,22000,January,Tuesday,9
TX02104,2026-01-13,Senopati,103,Café Latte,Coffee,2,30000,Dine-in,60000,January,Tuesday,9
TX02104,2026-01-13,Senopati,101,Es Kopi Susu Gula Aren,Coffee,1,22000,Dine-in,22000,January,Tuesday,9
TX02104,2026-01-13,Senopati,104,Matcha Latte,Non-Coffee,1,28000,Dine-in,28000,January,Tuesday,9
TX02104,2026-01-13,Senopati,102,Americano,Coffee,1,25000,Dine-in,25000,January,Tuesday,9
TX02105,2026-01-13,Senopati,107,Es Teh Manis,Non-Coffee,1,10000,Dine-in,10000,January,Tuesday,9
TX02106,2026-01-13,Senopati,105,Croissant Cokelat,Bakery,1,25000,Dine-in,25000,January,Tuesday,9
TX02107,2026-01-13,Gading Serpong,103,Café Latte,Coffee,1,30000,Takeaway,30000,January,Tuesday,9
TX02108,2026-01-13,Gading Serpong,101,Es Kopi Susu Gula Aren,Coffee,3,22000,Takeaway,66000,January,Tuesday,9
TX02109,2026-01-13,Gading Serpong,102,Americano,Coffee,1,25000,Dine-in,25000,January,Tuesday,9
TX02109,2026-01-13,Gading Serpong,101,Es Kopi Susu Gula Aren,Coffee,2,22000,Dine-in,44000,January,Tuesday,9
TX02109,2026-01-13,Gading Serpong,106,Roti Bakar Bandung,Snack,1,18000,Dine-in,18000,January,Tuesday,9
TX02110,2026-01-13,Sudirman,101,Es Kopi Susu Gula Aren,Coffee,1,22000,Dine-in,22000,January,Tuesday,9
TX02111,2026-01-13,Senopati,107,Es Teh Manis,Non-Coffee,2,10000,Takeaway,20000,January,Tuesday,9
TX02112,2026-01-13,Senopati,101,Es Kopi Susu Gula Aren,Coffee,2,22000,Dine-in,44000,January,Tuesday,10
TX02113,2026-01-13,Senopati,101,Es Kopi Susu Gula Aren,Coffee,1,22000,Takeaway,22000,January,Tuesday,10
TX02113,2026-01-13,Senopati,107,Es Teh Manis,Non-Coffee,1,10000,Takeaway,10000,January,Tuesday,10
TX02114,2026-01-13,Senopati,103,Café Latte,Coffee,1,30000,Dine-in,30000,January,Tuesday,10
TX02114,2026-01-13,Senopati,105,Croissant Cokelat,Bakery,1,25000,Dine-in,25000,January,Tuesday,10
TX02115,2026-01-13,Gading Serpong,102,Americano,Coffee,1,25000,Takeaway,25000,January,Tuesday,10
TX02115,2026-01-13,Gading Serpong,103,Café Latte,Coffee,2,30000,Takeaway,60000,January,Tuesday,10
TX02115,2026-01-13,Gading Serpong,105,Croissant Cokelat,Bakery,1,25000,Takeaway,25000,January,Tuesday,10
TX02116,2026-01-13,Gading Serpong,105,Croissant Cokelat,Bakery,1,25000,Dine-in,25000,January,Tuesday,10
TX02117,2026-01-13,Gading Serpong,103,Café Latte,Coffee,1,30000,Takeaway,30000,January,Tuesday,11
TX02118,2026-01-13,Sudirman,104,Matcha Latte,Non-Coffee,1,28000,Dine-in,28000,January,Tuesday,11
TX02119,2026-01-13,Senopati,102,Americano,Coffee,1,25000,Takeaway,25000,January,Tuesday,11
TX02119,2026-01-13,Senopati,101,Es Kopi Susu Gula Aren,Coffee,1,22000,Takeaway,22000,January,Tuesday,11
TX02120,2026-01-13,Senopati,101,Es Kopi Susu Gula Aren,Coffee,1,22000,Dine-in,22000,January,Tuesday,12
TX02120,2026-01-13,Senopati,102,Americano,Coffee,2,25000,Dine-in,50000,January,Tuesday,12
TX02121,2026-01-13,Sudirman,102,Americano,Coffee,1,25000,Dine-in,25000,January,Tuesday,12
TX02121,2026-01-13,Sudirman,101,Es Kopi Susu Gula Aren,Coffee,4,22000,Dine-in,88000,January,Tuesday,12
TX02122,2026-01-13,Senopati,101,Es Kopi Susu Gula Aren,Coffee,1,22000,Dine-in,22000,January,Tuesday,12
TX02122,2026-01-13,Senopati,104,Matcha Latte,Non-Coffee,2,28000,Dine-in,56000,January,Tuesday,12
TX02123,2026-01-13,Sudirman,107,Es Teh Manis,Non-Coffee,2,10000,Takeaway,20000,January,Tuesday,12
TX02123,2026-01-13,Sudirman,101,Es Kopi Susu Gula Aren,Coffee,1,22000,Takeaway,22000,January,Tuesday,12
TX02124,2026-01-13,Gading Serpong,101,Es Kopi Susu Gula Aren,Coffee,1,22000,Dine-in,22000,January,Tuesday,12
TX02124,2026-01-13,Gading Serpong,103,Café Latte,Coffee,1,30000,Dine-in,30000,January,Tuesday,12
TX02124,2026-01-13,Gading Serpong,102,Americano,Coffee,2,25000,Dine-in,50000,January,Tuesday,12
TX02125,2026-01-13,Sudirman,107,Es Teh Manis,Non-Coffee,1,10000,Takeaway,10000,January,Tuesday,12
TX02126,2026-01-13,Gading Serpong,107,Es Teh Manis,Non-Coffee,3,10000,Takeaway,30000,January,Tuesday,12
TX02126,2026-01-13,Gading Serpong,101,Es Kopi Susu Gula Aren,Coffee,1,22000,Takeaway,22000,January,Tuesday,12
TX02127,2026-01-13,Senopati,102,Americano,Coffee,4,25000,Dine-in,100000,January,Tuesday,12
TX02127,2026-01-13,Senopati,106,Roti Bakar Bandung,Snack,4,18000,Dine-in,72000,January,Tuesday,12
TX02128,2026-01-13,Sudirman,107,Es Teh Manis,Non-Coffee,1,10000,Takeaway,10000,January,Tuesday,12
TX02129,2026-01-13,Senopati,104,Matcha Latte,Non-Coffee,2,28000,Dine-in,56000,January,Tuesday,12
TX02129,2026-01-13,Senopati,103,Café Latte,Coffee,1,30000,Dine-in,30000,January,Tuesday,12
TX02129,2026-01-13,Senopati,101,Es Kopi Susu Gula Aren,Coffee,1,22000,Dine-in,22000,January,Tuesday,12
