transaction_id,transaction_date,transaction_time,store_location,product_id,product_name,product_category,quantity,unit_price,tipe_order
TX00455,2026-03-01,18:11:29,sudirman (office),104,Matcha Latte,Non-Coffee,1,28000,Dine-in
TX31977,2026-03-05,09:55:13,Sudirman (Office),101,Es Kopi Susu Gula Aren,Coffee,1,22000,Dine-in
TX11084,2026-06-22,08:36:36,Sudirman (Office),103,Café Latte,Coffee,1,30000,Takeaway
TX26952,2026-02-22,19:59:52,Sudirman Office,104,Matcha Latte,Non-Coffee,1,28000,Takeaway
TX19842,2026-03-28,17:03:20,Senopati (Hangout),101,Es Kopi Susu Gula Aren,Coffee,1,22000,Takeaway
TX07890,2026-02-21,20:17:22,Senopati (Hangout),102,Americano,Coffee,1,25000,Dine-in
TX31327,2026-06-29,12:40:07,Gading Serpong (Residential),105,Croissant Cokelat,Bakery,1,25000,Takeaway
TX37026,2026-02-28,10:56:56,Gading Serpong (Residential),104,Matcha Latte,Non-Coffee,1,28000,Dine-in
TX08960,2026-01-20,12:30:10,Sudirman Office,104,Matcha Latte,Non-Coffee,1,28000,Takeaway
TX28680,2026-04-12,18:19:55,Sudirman Office,101,Es Kopi Susu Gula Aren,Coffee,3,22000,Takeaway
TX38174,2026-05-20,13:37:13,sudirman (office),105,Croissant Cokelat,Bakery,1,25000,Takeaway
TX18968,2026-03-29,16:16:14,Sudirman (Office),101,Es Kopi Susu Gula Aren,Coffee,1,22000,Dine-in
TX18024,2026-05-29,08:43:38,Gading Serpong (Residential),106,Roti Bakar Bandung,Snack,3,18000,Dine-in
TX28316,2026-05-13,12:05:20,Sudirman (Office),102,Americano,Coffee,1,25000,Dine-in
TX31540,2026-06-21,18:40:10,Sudirman (Office),101,Es Kopi Susu Gula Aren,Coffee,2,22000,Takeaway
TX06006,2026-03-08,16:51:01,sudirman (office),101,Es Kopi Susu Gula Aren,Coffee,1,22000,Takeaway
TX16997,2026-04-05,16:17:57,Senopati (Hangout),103,Café Latte,Coffee,1,30000,Takeaway
TX41129,2026-06-20,19:33:42,Gading Serpong (Residential),107,Es Teh Manis,Non-Coffee,3,10000,Dine-in
TX06309,2026-05-13,08:16:38,Gading Serpong (Residential),108,Kentang Goreng,Snack,1,20000,Takeaway
TX09478,2026-02-22,20:09:11,sudirman (office),101,Es Kopi Susu Gula Aren,Coffee,2,22000,Dine-in
TX12293,2026-04-12,19:15:22,Sudirman Office,101,Es Kopi Susu Gula Aren,Coffee,1,22000,DINE IN
TX13705,2026-02-08,11:21:19,Senopati HANGOUT,101,Es Kopi Susu Gula Aren,Coffee,1,22000,Takeaway
TX09083,2026-03-06,18:53:40,Sudirman Office,106,Roti Bakar Bandung,Snack,1,18000,Takeaway
TX11830,2026-06-01,12:44:49,Sudirman (Office),107,Es Teh Manis,Non-Coffee,1,10000,Takeaway
TX18767,2026-04-09,08:24:21,sudirman (office),103,Café Latte,Coffee,1,30000,Dine-in
TX07587,2026-03-25,08:10:10,Gading Serpong (Residential),102,Americano,Coffee,1,25000,Dine-in
TX30553,2026-03-25,12:42:47,Senopati (Hangout),101,Es Kopi Susu Gula Aren,Coffee,4,22000,Takeaway
TX14861,2026-03-12,12:28:10,Sudirman (Office),103,Café Latte,Coffee,1,30000,Takeaway
TX21952,2026-04-09,08:00:42,Senopati (Hangout),106,Roti Bakar Bandung,Snack,2,18000,Dine-in
TX41094,2026-01-23,13:01:06,Senopati (Hangout),101,Es Kopi Susu Gula Aren,Coffee,1,22000,Takeaway
TX25717,2026-05-29,13:26:00,Gading Serpong (Residential),104,Matcha Latte,Non-Coffee,1,28000,Dine-in
TX38171,2026-03-22,13:31:15,sudirman (office),107,Es Teh Manis,Non-Coffee,1,10000,Dine-in
TX26223,2026-01-31,20:19:11,Sudirman Office,101,Es Kopi Susu Gula Aren,Coffee,1,22000,Takeaway
TX26852,2026-04-09,17:46:56,sudirman (office),106,Roti Bakar Bandung,Snack,1,18000,Dine-in
TX01699,2026-02-21,18:03:30,Sudirman Office,101,Es Kopi Susu Gula Aren,Coffee,3,22000,Takeaway
TX15772,2026-05-07,12:55:50,Senopati (Hangout),103,Café Latte,Coffee,1,30000,Takeaway
TX19950,2026-05-07,13:12:52,Senopati (Hangout),103,Café Latte,Coffee,1,30000,Takeaway
TX35609,2026-02-01,19:42:40,Senopati (Hangout),106,Roti Bakar Bandung,Snack,2,18000,Dine-in
TX37709,2026-04-16,13:57:18,Senopati (Hangout),101,Es Kopi Susu Gula Aren,Coffee,4,22000,Dine-in
TX00597,2026-04-26,19:49:09,Gading Serpong (Residential),106,Roti Bakar Bandung,Snack,1,18000,Takeaway
TX17280,2026-05-06,08:06:05,sudirman (office),105,Croissant Cokelat,Bakery,3,25000,Takeaway
TX38441,2026-05-12,11:42:29,Sudirman (Office),105,Croissant Cokelat,Bakery,1,25000,Dine-in
TX05797,2026-05-28,13:08:34,sudirman (office),106,Roti Bakar Bandung,Snack,1,18000,Takeaway
TX05993,2026-01-28,07:48:35,Sudirman Office,101,Es Kopi Susu Gula Aren,Coffee,1,22000,Takeaway
TX27747,2026-03-03,08:32:39,Senopati (Hangout),101,Es Kopi Susu Gula Aren,Coffee,1,22000,Takeaway
TX43193,2026-06-23,07:45:53,Senopati (Hangout),101,Es Kopi Susu Gula Aren,Coffee,3,22000,Dine-in
TX11098,2026-02-13,19:21:13,Senopati (Hangout),101,Es Kopi Susu Gula Aren,Coffee,1,22000,Takeaway
TX13180,2026-02-18,12:29:54,Senopati (Hangout),103,Café Latte,Coffee,1,30000,Dine-in
TX18533,2026-02-24,10:40:02,Sudirman Office,101,Es Kopi Susu Gula Aren,Coffee,1,22000,Takeaway
TX00692,2026-05-24,12:18:31,Senopati (Hangout),101,Es Kopi Susu Gula Aren,Coffee,4,22000,Takeaway
TX37309,2026-01-09,19:44:52,Gading Serpong (Residential),103,Café Latte,Coffee,1,30000,Takeaway
TX23446,2026-04-19,18:29:10,Sudirman (Office),107,Es Teh Manis,Non-Coffee,1,10000,DINE IN
TX27923,2026-06-20,17:22:47,Gading Serpong (Residential),107,Es Teh Manis,Non-Coffee,1,10000,Takeaway
TX31716,2026-01-22,13:55:07,Senopati (Hangout),107,Es Teh Manis,Non-Coffee,1,10000,Dine-in
TX43799,2026-03-15,17:53:04,Gading Serpong (Residential),102,Americano,Coffee,1,25000,Takeaway
TX08230,2026-04-25,19:43:07,sudirman (office),101,Es Kopi Susu Gula Aren,Coffee,1,22000,Dine-in
TX42913,2026-02-27,16:35:30,Senopati (Hangout),102,Americano,Coffee,1,25000,Takeaway
TX24031,2026-05-02,17:37:54,Senopati (Hangout),103,Café Latte,Coffee,2,30000,Takeaway
TX16938,2026-03-16,13:15:01,Gading Serpong (Residential),103,Café Latte,Coffee,1,30000,Dine-in
TX08377,2026-06-04,09:46:56,sudirman (office),102,Americano,Coffee,2,25000,Dine-in
TX00251,2026-01-18,19:46:35,Senopati (Hangout),101,Es Kopi Susu Gula Aren,Coffee,1,22000,Takeaway
TX39525,2026-05-29,16:34:49,Gading Serpong (Residential),101,Es Kopi Susu Gula Aren,Coffee,2,22000,Dine-in
TX01175,2026-05-15,08:37:55,Sudirman (Office),104,Matcha Latte,Non-Coffee,1,28000,Dine-in
TX33022,2026-06-19,18:23:25,Gading Serpong (Residential),102,Americano,Coffee,3,25000,Takeaway
TX00865,2026-03-27,08:13:34,Senopati (Hangout),102,Americano,Coffee,2,25000,Takeaway
TX28501,2026-02-05,17:03:05,Senopati (Hangout),102,Americano,Coffee,1,25000,Dine-in
TX19022,2026-01-23,12:39:17,Senopati (Hangout),101,Es Kopi Susu Gula Aren,Coffee,1,22000,Dine-in
TX14958,2026-01-21,07:45:35,Senopati (Hangout),102,Americano,Coffee,1,25000,Dine-in
TX40551,2026-04-12,20:25:11,Gading Serpong (Residential),101,Es Kopi Susu Gula Aren,Coffee,2,22000,Dine-in
TX09430,2026-04-04,20:46:17,Gading Serpong (Residential),106,Roti Bakar Bandung,Snack,4,18000,Dine-in
TX02878,2026-01-16,16:47:23,Gading Serpong (Residential),101,Es Kopi Susu Gula Aren,Coffee,1,22000,Dine-in
TX27291,2026-02-21,17:39:36,sudirman (office),102,Americano,Coffee,4,25000,Dine-in
TX00333,2026-01-06,12:08:50,Gading Serpong (Residential),102,Americano,Coffee,2,25000,Dine-in
TX20105,2026-06-22,12:12:48,Sudirman (Office),107,Es Teh Manis,Non-Coffee,3,10000,Takeaway
TX36616,2026-01-03,18:05:55,sudirman (office),103,Café Latte,Coffee,1,30000,Dine-in
TX29221,2026-03-29,16:03:05,Senopati (Hangout),103,Café Latte,Coffee,1,30000,Dine-in
TX01763,2026-03-12,07:58:08,Senopati (Hangout),105,Croissant Cokelat,Bakery,1,25000,Takeaway
TX24628,2026-06-12,21:25:33,Senopati (Hangout),104,Matcha Latte,Non-Coffee,1,28000,Takeaway
TX22193,2026-05-30,20:55:22,Sudirman Office,101,Es Kopi Susu Gula Aren,Coffee,1,22000,Takeaway
TX40492,2026-02-20,07:48:33,sudirman (office),101,Es Kopi Susu Gula Aren,Coffee,1,22000,Dine-in
TX33121,2026-04-18,17:33:50,Gading Serpong (Residential),107,Es Teh Manis,Non-Coffee,2,10000,Dine-in
TX14157,2026-03-14,17:22:36,Senopati (Hangout),102,Americano,Coffee,1,25000,Takeaway
TX17707,2026-01-04,17:12:29,sudirman (office),107,Es Teh Manis,Non-Coffee,1,10000,Takeaway
TX31530,2026-05-23,14:21:34,Senopati (Hangout),101,Es Kopi Susu Gula Aren,Coffee,3,22000,Takeaway
TX37602,2026-06-14,17:22:36,sudirman (office),103,Café Latte,Coffee,1,30000,Takeaway
TX29977,2026-04-19,19:36:52,Senopati (Hangout),107,Es Teh Manis,Non-Coffee,1,10000,Dine-in
TX12910,2026-02-05,13:10:38,Senopati (Hangout),102,Americano,Coffee,2,25000,Takeaway
TX36259,2026-02-12,12:47:24,Gading Serpong (Residential),104,Matcha Latte,Non-Coffee,2,28000,Dine-in
TX41910,2026-06-08,09:54:51,Gading Serpong (Residential),102,Americano,Coffee,1,25000,Dine-in
TX19253,2026-01-30,15:06:23,Sudirman Office,106,Roti Bakar Bandung,Snack,1,18000,Dine-in
TX37165,2026-03-15,21:04:42,Gading Serpong (Residential),106,Roti Bakar Bandung,Snack,3,18000,Dine-in
TX43452,2026-02-07,21:25:57,Gading Serpong (Residential),102,Americano,Coffee,1,25000,Dine-in
TX41319,2026-02-27,13:06:54,Senopati (Hangout),103,Café Latte,Coffee,1,30000,Takeaway
TX34116,2026-02-13,19:33:17,Sudirman Office,106,Roti Bakar Bandung,Snack,1,18000,Takeaway
TX18798,2026-06-20,19:40:50,Senopati (Hangout),104,Matcha Latte,Non-Coffee,1,28000,Dine-in
TX33780,2026-06-04,12:03:25,Sudirman (Office),103,Café Latte,Coffee,2,30000,Takeaway
TX42964,2026-05-13,09:43:33,Sudirman Office,101,Es Kopi Susu Gula Aren,Coffee,1,22000,Takeaway
TX40435,2026-05-11,08:09:06,Senopati (Hangout),103,Café Latte,Coffee,3,30000,Dine-in
TX02129,2026-02-07,21:15:38,Senopati (Hangout),101,Es Kopi Susu Gula Aren,Coffee,1,22000,Dine-in
TX02185,2026-03-16,08:31:31,Gading Serpong (Residential),103,Café Latte,Coffee,1,30000,Takeaway
TX19136,2026-06-01,07:54:38,Sudirman Office,101,Es Kopi Susu Gula Aren,Coffee,1,22000,Dine-in
TX30567,2026-03-25,07:17:36,Senopati (Hangout),103,Café Latte,Coffee,1,30000,Dine-in
TX39082,2026-04-30,18:04:13,sudirman (office),107,Es Teh Manis,Non-Coffee,1,10000,Dine-in
TX19860,2026-05-17,21:48:19,Sudirman (Office),102,Americano,Coffee,2,25000,Dine-in
TX38323,2026-01-13,12:13:57,Gading Serpong (Residential),101,Es Kopi Susu Gula Aren,Coffee,2,22000,Dine-in
TX31263,2026-04-12,19:52:47,Gading Serpong (Residential),101,Es Kopi Susu Gula Aren,Coffee,1,22000,Dine-in
TX08305,2026-04-12,21:32:48,Senopati (Hangout),102,Americano,Coffee,1,25000,Takeaway
TX03661,2026-02-22,16:47:20,sudirman (office),101,Es Kopi Susu Gula Aren,Coffee,2,22000,Dine-in
TX13776,2026-05-19,12:55:44,Gading Serpong (Residential),107,Es Teh Manis,Non-Coffee,1,10000,Dine-in
TX31987,2026-04-22,08:48:36,Senopati (Hangout),105,Croissant Cokelat,Bakery,1,25000,Dine-in
TX26192,2026-03-27,13:19:41,sudirman (office),102,Americano,Coffee,3,25000,Takeaway
TX27535,2026-01-13,13:49:19,Sudirman Office,101,Es Kopi Susu Gula Aren,Coffee,2,22000,Takeaway
TX43017,2026-04-19,18:36:43,Sudirman Office,101,Es Kopi Susu Gula Aren,Coffee,1,22000,Dine-in
TX35509,2026-05-07,09:17:30,Sudirman Office,102,Americano,Coffee,1,25000,Takeaway
TX09256,2026-01-30,12:30:55,sudirman (office),105,Croissant Cokelat,Bakery,1,25000,Dine-in
TX18036,2026-03-21,19:42:05,sudirman (office),102,Americano,Coffee,1,25000,Takeaway
TX17700,2026-04-30,08:52:58,sudirman (office),106,Roti Bakar Bandung,Snack,2,18000,Takeaway
TX26427,2026-05-11,07:05:58,Senopati (Hangout),102,Americano,Coffee,1,25000,Takeaway
TX06860,2026-06-12,08:05:20,Senopati (Hangout),105,Croissant Cokelat,Bakery,1,25000,Takeaway
TX17012,2026-06-17,10:02:43,Gading Serpong (Residential),101,Es Kopi Susu Gula Aren,Coffee,1,22000,Dine-in
TX01667,2026-03-04,12:23:07,Senopati (Hangout),101,Es Kopi Susu Gula Aren,Coffee,1,22000,Takeaway
TX06565,2026-05-06,17:51:23,Senopati (Hangout),101,Es Kopi Susu Gula Aren,Coffee,1,22000,Takeaway
TX43090,2026-03-09,12:45:09,Sudirman Office,107,Es Teh Manis,Non-Coffee,1,10000,Dine-in
TX09236,2026-04-18,19:57:46,Senopati (Hangout),102,Americano,Coffee,1,25000,Takeaway
TX22458,2026-01-17,18:22:00,Senopati (Hangout),101,Es Kopi Susu Gula Aren,Coffee,1,22000,Takeaway
TX15597,2026-04-28,13:31:44,Senopati (Hangout),101,Es Kopi Susu Gula Aren,Coffee,1,22000,Dine-in
TX01542,2026-03-09,12:08:04,Senopati HANGOUT,107,Es Teh Manis,Non-Coffee,3,10000,Takeaway
TX38518,2026-05-10,18:38:10,Sudirman (Office),101,Es Kopi Susu Gula Aren,Coffee,2,22000,Takeaway
TX26190,2026-01-26,07:51:45,Gading Serpong (Residential),101,Es Kopi Susu Gula Aren,Coffee,1,22000,Takeaway
TX26181,2026-03-22,18:48:00,Sudirman (Office),106,Roti Bakar Bandung,Snack,1,18000,Takeaway
TX05767,2026-06-06,17:42:28,Senopati (Hangout),101,Es Kopi Susu Gula Aren,Coffee,1,22000,Takeaway
TX38676,2026-05-10,19:26:26,Sudirman Office,101,Es Kopi Susu Gula Aren,Coffee,2,22000,Takeaway
TX04217,2026-04-21,07:14:28,Gading Serpong (Residential),107,Es Teh Manis,Non-Coffee,1,10000,Dine-in
TX17846,2026-03-12,13:15:33,Sudirman (Office),108,Kentang Goreng,Snack,2,20000,Dine-in
TX14077,2026-03-04,12:37:16,sudirman (office),101,Es Kopi Susu Gula Aren,Coffee,1,22000,Takeaway
TX18148,2026-02-25,08:39:47,Senopati (Hangout),101,Es Kopi Susu Gula Aren,Coffee,1,22000,Dine-in
TX06480,2026-05-09,20:09:27,Sudirman Office,107,Es Teh Manis,Non-Coffee,2,10000,Takeaway
TX43352,2026-01-19,12:33:10,Sudirman Office,102,Americano,Coffee,1,25000,Dine-in
TX11758,2026-03-07,16:21:10,Senopati (Hangout),104,Matcha Latte,Non-Coffee,4,28000,Takeaway
TX05303,2026-03-15,16:04:17,sudirman (office),107,Es Teh Manis,Non-Coffee,2,10000,Takeaway
TX04799,2026-04-06,07:47:16,Senopati (Hangout),103,Café Latte,Coffee,1,30000,Takeaway
TX30259,2026-02-22,14:16:53,Senopati (Hangout),103,Café Latte,Coffee,1,30000,Takeaway
TX34388,2026-03-13,21:18:41,Gading Serpong (Residential),103,Café Latte,Coffee,1,30000,Takeaway
TX37881,2026-06-07,21:20:34,sudirman (office),104,Matcha Latte,Non-Coffee,1,28000,Takeaway
TX00249,2026-05-21,07:03:21,Gading Serpong (Residential),101,Es Kopi Susu Gula Aren,Coffee,1,22000,Takeaway
TX33095,2026-05-19,09:02:09,Sudirman Office,102,Americano,Coffee,1,25000,Dine-in
TX28673,2026-02-24,10:12:33,Sudirman Office,101,Es Kopi Susu Gula Aren,Coffee,1,22000,Takeaway
TX36533,2026-02-15,21:24:27,Senopati (Hangout),101,Es Kopi Susu Gula Aren,Coffee,1,22000,Dine-in
TX05408,2026-02-09,08:10:45,sudirman (office),106,Roti Bakar Bandung,Snack,1,18000,Takeaway
TX23895,2026-05-29,09:39:13,Senopati (Hangout),102,Americano,Coffee,1,25000,Dine-in
TX41214,2026-06-10,16:32:19,Senopati (Hangout),101,Es Kopi Susu Gula Aren,Coffee,1,22000,DINE IN
TX30149,2026-02-18,14:27:44,Sudirman (Office),105,Croissant Cokelat,Bakery,1,25000,Takeaway
TX30845,2026-04-25,15:55:17,Senopati (Hangout),103,Café Latte,Coffee,2,30000,Takeaway
TX35914,2026-01-15,07:06:51,sudirman (office),102,Americano,Coffee,1,25000,Takeaway
TX27984,2026-01-30,12:10:25,Senopati (Hangout),101,Es Kopi Susu Gula Aren,Coffee,1,22000,Takeaway
TX24242,2026-03-01,18:56:37,Senopati (Hangout),101,Es Kopi Susu Gula Aren,Coffee,1,22000,Dine-in
TX02063,2026-02-20,21:28:12,Gading Serpong (Residential),106,Roti Bakar Bandung,Snack,1,18000,Takeaway
TX20485,2026-02-16,15:47:14,Sudirman Office,101,Es Kopi Susu Gula Aren,Coffee,1,22000,Takeaway
TX20104,2026-03-29,18:41:36,Sudirman Office,104,Matcha Latte,Non-Coffee,2,28000,Takeaway
TX17545,2026-03-21,17:18:52,Sudirman (Office),102,Americano,Coffee,2,25000,Takeaway
TX32118,2026-05-09,21:11:13,Gading Serpong (Residential),102,Americano,Coffee,1,25000,Takeaway
TX06927,2026-04-30,08:47:50,Sudirman Office,101,Es Kopi Susu Gula Aren,Coffee,1,22000,Dine-in
TX36421,2026-06-20,12:05:41,Senopati (Hangout),102,Americano,Coffee,2,25000,Dine-in
TX43496,2026-05-27,08:01:54,Gading Serpong (Residential),101,Es Kopi Susu Gula Aren,Coffee,1,22000,Takeaway
TX08082,2026-04-24,17:13:00,Senopati (Hangout),101,Es Kopi Susu Gula Aren,Coffee,1,22000,Dine-in
TX26226,2026-05-03,21:55:13,sudirman (office),104,Matcha Latte,Non-Coffee,3,28000,Takeaway
TX30990,2026-03-03,07:42:40,sudirman (office),101,Es Kopi Susu Gula Aren,Coffee,2,22000,Takeaway
TX18251,2026-03-17,08:19:20,Sudirman (Office),104,Matcha Latte,Non-Coffee,1,28000,Takeaway
TX15931,2026-06-19,21:20:18,Sudirman (Office),102,Americano,Coffee,1,25000,Takeaway
TX13523,2026-02-02,09:00:03,Gading Serpong (Residential),101,Es Kopi Susu Gula Aren,Coffee,1,22000,Takeaway
TX01971,2026-05-23,17:04:21,Senopati (Hangout),102,Americano,Coffee,1,25000,Takeaway
TX40622,2026-05-16,18:12:38,Gading Serpong (Residential),106,Roti Bakar Bandung,Snack,2,18000,Takeaway
TX14472,2026-06-05,12:25:52,Sudirman Office,102,Americano,Coffee,1,25000,Dine-in
TX17444,2026-05-10,20:32:50,Senopati (Hangout),101,Es Kopi Susu Gula Aren,Coffee,1,22000,Dine-in
TX37798,2026-06-21,13:06:37,Senopati (Hangout),102,Americano,Coffee,1,25000,Takeaway
TX11220,2026-01-07,08:55:03,Gading Serpong (Residential),104,Matcha Latte,Non-Coffee,1,28000,Dine-in
TX20961,2026-03-16,13:30:36,Sudirman (Office),102,Americano,Coffee,3,25000,Dine-in
TX26906,2026-05-17,21:56:47,sudirman (office),106,Roti Bakar Bandung,Snack,1,18000,Takeaway
TX34440,2026-02-06,15:05:43,Senopati (Hangout),101,Es Kopi Susu Gula Aren,Coffee,1,22000,Takeaway
TX37673,2026-06-01,09:53:23,Senopati (Hangout),106,Roti Bakar Bandung,Snack,1,18000,Dine-in
TX31075,2026-01-30,20:55:03,Sudirman (Office),108,Kentang Goreng,Snack,1,20000,Dine-in
TX06940,2026-06-25,12:58:01,Senopati (Hangout),101,Es Kopi Susu Gula Aren,Coffee,1,22000,Takeaway
TX10473,2026-03-12,09:27:50,Senopati (Hangout),102,Americano,Coffee,1,25000,Dine-in
TX28596,2026-06-10,12:17:40,Senopati (Hangout),105,Croissant Cokelat,Bakery,1,25000,Dine-in
TX24363,2026-03-29,20:44:11,sudirman (office),103,Café Latte,Coffee,3,30000,Takeaway
TX03341,2026-03-17,07:06:43,Senopati (Hangout),103,Café Latte,Coffee,3,30000,Dine-in
TX34972,2026-04-10,15:55:16,Senopati (Hangout),102,Americano,Coffee,1,25000,Takeaway
TX35802,2026-03-06,13:47:55,Sudirman (Office),101,Es Kopi Susu Gula Aren,Coffee,1,22000,Takeaway
TX34139,2026-02-22,18:33:59,Sudirman Office,101,Es Kopi Susu Gula Aren,Coffee,1,22000,Takeaway
TX00994,2026-03-14,20:25:19,Gading Serpong (Residential),105,Croissant Cokelat,Bakery,1,25000,Dine-in
TX09314,2026-05-21,10:04:01,Senopati (Hangout),102,Americano,Coffee,3,25000,Takeaway
TX12016,2026-03-31,07:56:36,Gading Serpong (Residential),101,Es Kopi Susu Gula Aren,Coffee,3,22000,Dine-in
TX24609,2026-05-29,19:28:19,Senopati (Hangout),101,Es Kopi Susu Gula Aren,Coffee,1,22000,Dine-in
TX04337,2026-03-14,17:21:33,sudirman (office),101,Es Kopi Susu Gula Aren,Coffee,1,22000,Dine-in
TX19522,2026-01-05,08:06:51,sudirman (office),106,Roti Bakar Bandung,Snack,1,18000,Dine-in
TX35024,2026-04-20,13:16:44,Sudirman (Office),102,Americano,Coffee,1,25000,Dine-in
TX24983,2026-05-04,12:42:31,Gading Serpong (Residential),103,Café Latte,Coffee,1,30000,Takeaway
TX16820,2026-05-16,13:53:17,Sudirman (Office),103,Café Latte,Coffee,1,30000,Takeaway
TX28474,2026-01-08,07:47:10,Senopati (Hangout),104,Matcha Latte,Non-Coffee,1,28000,Dine-in
TX43510,2026-03-28,20:13:51,Sudirman Office,106,Roti Bakar Bandung,Snack,1,18000,Dine-in
TX21843,2026-03-07,17:47:48,Senopati (Hangout),101,Es Kopi Susu Gula Aren,Coffee,1,22000,Takeaway
TX25363,2026-01-10,18:25:30,Gading Serpong (Residential),101,Es Kopi Susu Gula Aren,Coffee,1,22000,Dine-in
TX04130,2026-03-23,08:34:11,Sudirman Office,101,Es Kopi Susu Gula Aren,Coffee,1,22000,Dine-in
TX18344,2026-05-13,07:23:27,Sudirman Office,105,Croissant Cokelat,Bakery,1,25000,Dine-in
TX21648,2026-06-06,16:30:57,Senopati (Hangout),103,Café Latte,Coffee,1,30000,Dine-in
TX11300,2026-06-05,13:23:44,Senopati (Hangout),101,Es Kopi Susu Gula Aren,Coffee,1,22000,Takeaway
TX18697,2026-04-03,20:32:22,Senopati (Hangout),107,Es Teh Manis,Non-Coffee,1,10000,Takeaway
TX09334,2026-04-09,19:14:10,Sudirman Office,107,Es Teh Manis,Non-Coffee,1,10000,Dine-in
TX26488,2026-04-11,16:01:39,Sudirman (Office),101,Es Kopi Susu Gula Aren,Coffee,1,22000,Dine-in
TX31838,2026-06-21,18:45:18,Senopati (Hangout),102,Americano,Coffee,1,25000,Takeaway
TX23856,2026-04-04,17:04:29,Senopati (Hangout),101,Es Kopi Susu Gula Aren,Coffee,1,22000,Takeaway
TX41646,2026-05-23,20:13:57,Sudirman (Office),102,Americano,Coffee,1,25000,Dine-in
TX28562,2026-05-11,12:46:07,Sudirman Office,101,Es Kopi Susu Gula Aren,Coffee,1,22000,Takeaway
TX13790,2026-06-09,13:06:34,Sudirman (Office),102,Americano,Coffee,1,25000,Takeaway
TX38461,2026-01-07,07:55:18,Senopati (Hangout),104,Matcha Latte,Non-Coffee,1,28000,Dine-in
TX02466,2026-04-08,08:25:31,Sudirman Office,101,Es Kopi Susu Gula Aren,Coffee,1,22000,DINE IN
TX09545,2026-06-20,12:08:02,Senopati (Hangout),101,Es Kopi Susu Gula Aren,Coffee,1,22000,Takeaway
TX17434,2026-01-18,19:39:27,Sudirman (Office),107,Es Teh Manis,Non-Coffee,1,10000,DINE IN
TX23819,2026-02-09,17:20:55,Senopati (Hangout),101,Es Kopi Susu Gula Aren,Coffee,1,22000,Takeaway
TX21346,2026-03-05,09:35:54,Sudirman Office,103,Café Latte,Coffee,1,30000,Dine-in
TX06893,2026-01-10,19:26:12,Gading Serpong (Residential),101,Es Kopi Susu Gula Aren,Coffee,3,22000,Dine-in
TX17036,2026-04-30,09:56:22,Senopati (Hangout),102,Americano,Coffee,2,25000,Takeaway
TX17574,2026-03-13,18:42:19,Senopati (Hangout),102,Americano,Coffee,1,25000,Takeaway
TX11706,2026-03-28,21:05:41,Senopati (Hangout),101,Es Kopi Susu Gula Aren,Coffee,2,22000,Takeaway
TX05056,2026-01-13,12:29:09,Gading Serpong (Residential),107,Es Teh Manis,Non-Coffee,1,10000,Takeaway
TX16287,2026-02-22,18:35:18,Gading Serpong (Residential),101,Es Kopi Susu Gula Aren,Coffee,1,22000,Takeaway
TX40062,2026-01-05,12:00:11,Senopati (Hangout),101,Es Kopi Susu Gula Aren,Coffee,1,22000,Dine-in
TX08035,2026-03-31,08:29:57,Senopati (Hangout),101,Es Kopi Susu Gula Aren,Coffee,2,22000,Dine-in
TX23793,2026-06-22,08:43:22,Senopati (Hangout),102,Americano,Coffee,1,25000,Dine-in
TX22082,2026-05-10,16:41:26,Senopati (Hangout),104,Matcha Latte,Non-Coffee,1,28000,Dine-in
TX30728,2026-03-07,19:41:39,Sudirman (Office),101,Es Kopi Susu Gula Aren,Coffee,2,22000,Dine-in
TX15769,2026-04-21,12:43:13,Sudirman Office,107,Es Teh Manis,Non-Coffee,2,10000,Dine-in
TX29118,2026-06-22,08:34:50,Sudirman (Office),106,Roti Bakar Bandung,Snack,1,18000,Dine-in
TX40114,2026-06-14,17:31:41,Gading Serpong (Residential),101,Es Kopi Susu Gula Aren,Coffee,1,22000,Dine-in
TX23912,2026-03-28,17:14:06,Senopati (Hangout),101,Es Kopi Susu Gula Aren,Coffee,1,22000,Takeaway
TX21199,2026-06-26,18:47:52,Gading Serpong (Residential),102,Americano,Coffee,2,25000,Takeaway
TX26665,2026-02-12,08:14:25,sudirman (office),101,Es Kopi Susu Gula Aren,Coffee,1,22000,Dine-in
TX15898,2026-06-04,12:36:26,Gading Serpong (Residential),102,Americano,Coffee,1,25000,Dine-in
TX06610,2026-03-10,12:17:25,Sudirman Office,105,Croissant Cokelat,Bakery,1,25000,Dine-in
TX16224,2026-04-22,15:52:05,Senopati (Hangout),106,Roti Bakar Bandung,Snack,1,18000,Takeaway
TX31696,2026-04-08,12:02:32,Senopati (Hangout),101,Es Kopi Susu Gula Aren,Coffee,1,22000,Dine-in
TX24478,2026-02-20,20:36:33,Sudirman (Office),101,Es Kopi Susu Gula Aren,Coffee,2,22000,Dine-in
TX36642,2026-06-02,13:27:30,Senopati (Hangout),102,Americano,Coffee,1,25000,Dine-in
TX23239,2026-01-28,12:03:50,Gading Serpong (Residential),104,Matcha Latte,Non-Coffee,1,28000,Dine-in
TX37765,2026-02-24,13:56:14,Senopati (Hangout),102,Americano,Coffee,2,25000,Takeaway
TX37788,2026-01-03,20:35:51,Senopati (Hangout),103,Café Latte,Coffee,2,30000,Takeaway
TX10740,2026-06-23,12:02:51,Gading Serpong (Residential),102,Americano,Coffee,2,25000,Dine-in
